User ID #	Item #	Item Type	Item Type Modifier	Category	Category Item #	Description	Nearby
043	032	DOORS	01	On the Walls	001	Middle passenger-side sliding door with blue-grey plastic casing on the top (approx) 90% and blue carpeting on the bottom (approx) 10%, left-to-right sliding windows with black plastic latch, and black plastic door handles; contains a black plastic toggle switch that reads 'UNLOCK' in white on a red background	MIDDLE SEATS, BED POST 04
043	033	BELTS	01	On the Walls	002	Blue-grey seatbelt with black and silver buckle	PASSENGER-SIDE DOOR, PASSENGER SEAT
043	034	DOORS	02	On the Walls	003	Front passenger-side door with blue plastic and grey carpeting; contains toggle switch with red on top and blue on bottom, two buttons (one is red and reads 'UNLOCK' with an upward-facing arrow, one is blue with a downward-facing arrow and missing text), black plastic door handle, black push-down manual lock, and large window	PASSENGER SEAT, SEATBELT, GLOVE BOX
043	035	STORAGE		On the Walls	004	Bluish-grey plastic glove compartment (closed), on front is round green sticker with red cross emblem that reads: "Work - FIRST AID KID - Safely"	AIR VENT, PASSENGER DOOR, BARK & MOSS COLLECTION
043	036	VENTS	01	On the Walls	005	Bluish-grey plastic passenger-side air vent	PASSENGER DOOR, GLOVE BOX, BARK & MOSS COLLECTION
043	037	NATURE	02	On the Walls	006	Three kinds of moss, two large pieces of bark (some with moss), a rock, a small patch of grass (all sitting in a lined-up row)	TOP DASH, VENTS, WINDSHIELD
043	038	TOYS		On the Walls	007	Small yellow fuzzy ball with two googly eyes, white piece of felt, small plastic squirrel, small brown bunny rabbit head, pillow-like object made of cloth and string	BARK & MOSS COLLECTION, TOP DASH, WINDSHIELD
043	039	WINDOWS	01	On the Walls	008	Front windshield (has whiteish water stains and streaks)	TOP DASH, VENTS, SPEEDOMETER
043	040	ELECTRONICS	02	On the Walls	009	Black plastic center dashboard: contains two vents (one pointing up, one pointing down), Dolby tape deck, AM/FM radio, push-in lighter (with lighter attachment missing), storage compartment (containing one small red plastic item, small orange bowl, purple piece of cloth, four turn-knobs front and rear temperature control & defrost settings, one silver knob with partilly-removed red sticker that reads: 'Seat Bel_ for yo_ WEAR TH__ VEHICL__', black gear shift (coming off of steering wheel neck)	WINDSHIELD, BARK & MOSS COLLECTION, STEERING WHEEL
043	041	WHEELS		On the Walls	010	Blue plastic steering wheel with horn button on either side (so designated with a white trumpet-shaped icon), on/off/resume/set accel/coast buttons, center reads 'SRS' and 'Ford'	RADIO, SPEEDOMETER, DRIVER'S SEAT
043	042	BOARDS		On the Walls	011	Black plastic driver's console; contains oil meter, temperature meter, battery meter, gas meter, gear position indicator, speedometer	WINDSHIELD, STEERING WHEEL, DRIVER'S SEAT
043	043	VENTS	02	On the Walls	012	Bluish-grey plastic driver-side air vent	STEERING WHEEL, SPEEDOMETER, DRIVER'S SEAT
043	044	DOORS	03	On the Walls	013	Front driver-side door with blue plastic and grey carpeting; contains toggle switch with red on top and blue on bottom, two buttons (one is red and reads 'UNLOCK' with an upward-facing arrow, one is blue and reads 'LOCK' with a downward-facing arrow), square panel with UP, L, R, DN buttons (presum. for rearview mirrors) black plastic door handle, black push-down manual lock, and large window	STEERING WHEEL, SPEEDOMETER, DRIVER'S SEAT
043	045	BELTS	02	On the Walls	014	Blue-grey seatbelt with black and silver buckle	DRIVER'S SEAT, LEFT MIDDLE WINDOW, MILK CRATE
043	046	WINDOWS	02	On the Walls	015	Left-side middle passenger left-to-right sliding window with black plastic latch (seal partially covered in blue painters tape); ledge contains lidded ash tray, headphone jack, and radio control	MILK CRATE, MIDDLE SEATS, BED POST 04
043	047	BELTS	03	On the Walls	016	Two bluish-grey seatbelts hanging from blue plastic fasteners on silver rings (one leads to left middle seat, one hangs over bed (presum. for a removed seat))	BED, LEFT BACK WINDOW
043	048	WINDOWS	03	On the Walls	017	Left-side back passenger window	BED, SEATBELTS
043	049	DOORS	04	On the Walls	018	Back door: half window (with thin black stripes), half blue plastic/carpet mix; opens by raising from bottom to top (inside has black leather pull strap for closing), black hydraulic pumps read "STABLILUS LIFT-O-MAT"	BED, BUCKET, WHITE BALL
043	050	WINDOWS	04	On the Walls	019	Right-side back passenger window	BED, SEATBELTS
043	051	BELTS	04	On the Walls	020	Two bluish-grey seatbelts hanging from blue plastic fasteners on silver rings (one leads to right middle seat, one hangs over bed (presum. for a removed seat))	BED, RIGHT BACK WINDOW
