User ID #	Item #	Item Type	Item Type Modifier	Category	Category Item #	Description	Nearby
003	067	BOXES	04	Furniture	043	Small red drawers with missing top; used as file cabinet (?)	BOOKSHELF
003	068	BOXES	05	Furniture	044	Black wire mesh stationery organizer: contains pens, clips, misc	BOOKSHELF
003	069	DOORS	01	On the Walls	001	Door that is used to enter bedroom: painted white/cream	DESK, TALL DRAWERS
003	070	PAPERS	06	On the Walls	002	Single page of sheet music, taped to wall with white scotch tape	FLOWER DRAWING, PINBOARD
003	071	PINBOARDS		On the Walls	003	Cork pinboard: mostly photoes, BART pass, one blue ribbon that says "1st Place"	MUSIC SHEET, FLOWER DRAWING
003	072	ART		On the Walls	004	Crayon drawing of two yellow tulips; matted and framed	PINBOARD, MUSIC SHEET
003	073	DOORS	02	On the Walls	005	Sliding closet doors, painted white/cream; one side open	DESK, ROLLING CHAIR
003	074	TOOLBOX		On the Walls	006	Craftsman toolbox on roller wheels, approximately 4 feet tall; red	CLOSET
003	075	CLOTHING	10	On the Walls	007	Clothes on hangers: four sportcoats, one leather jacket, one belt, empty plastic hangars	CLOSET
003	076	BOXES	06	On the Walls	008	Cardboard box, appears to contain purple fabrics (?)	CLOSET
003	077	BOXES	07	On the Walls	009	White metal box, locked (?)	CLOSET
003	078	WINDOWS		On the Walls	010	Double window with white and blue curtains, halfway open (from middle out)	BED
003	079	WALLS		On the Walls	011	White, yellowed (?) or just dim lighting	N/A
